id,lat,lon,name
0,17.33876038,98.1068906,0
1,17.11371281,98.40051491,1
2,17.47290157,98.02630126,2
3,17.22720545,98.22567455,3
4,17.2121,97.7684,4
5,16.71198301,98.56604615,5
6,17.3383,97.667,6
7,17.56081089,97.92060989,7
