Date,Cluster,Healthy,Incubating,Infected,M_Suscept,M_Latent,M_Infected,Risk,lat,lon
26,7,593,0,0,2691.9813533428783,2.3118111904955647,0.055469778388342085,4.395632030252704e-06,17.56081089,97.92060989
27,0,508,0,0,26949.86043304261,30.39357246525026,0.9435242181531833,7.394769112743466e-05,17.33876038,98.1068906
27,1,227,0,0,14113.959780362518,5.272237856838812,0.16366895031766693,1.1388818988396652e-05,17.11371281,98.40051491
27,2,586,0,0,2930.733732841969,1.9312064652217402,0.05995149376645388,4.711465713165444e-06,17.47290157,98.02630126
27,3,163,0,0,2930.683049399336,1.980363887238121,0.06147751438240687,4.278085067446215e-06,17.22720545,98.22567455
27,4,257,0,0,2925.7111960697584,6.8025203871131845,0.211174344084109,1.2654203872893962e-05,17.2121,97.7684
27,5,62,0,0,2932.38771891939,0.3270200210031711,0.010151860561644379,9.926263660274504e-07,16.71198301,98.56604615
27,6,132,0,0,2930.596038239339,2.0647552405072602,0.06409732110974012,4.846913214944675e-06,17.3383,97.667
27,7,565,0,0,2930.594337928961,2.0664043564807324,0.06414851551478387,4.881340498174103e-06,17.56081089,97.92060989
28,0,492,0,0,29009.068215345935,27.354215218725233,0.849171796337865,8.303013119748012e-05,17.33876038,98.1068906
28,1,234,0,0,15258.105256599338,4.745014071154931,0.14730205528590024,1.440286762795469e-05,17.11371281,98.40051491
28,2,608,0,0,3180.6902744695954,1.7380858186995662,0.053956344389808494,5.275731451447941e-06,17.47290157,98.02630126
28,3,166,0,0,3180.6446593712258,1.782327498514309,0.05532976294416618,5.410021265651803e-06,17.22720545,98.22567455
28,4,259,0,0,3176.169991374605,6.122268348401866,0.1900569096756981,1.3937506709551194e-05,17.2121,97.7684
28,5,68,0,0,3182.1788619392737,0.29431801890285403,0.009136674505479942,8.933637294247052e-07,16.71198301,98.56604615
28,6,133,0,0,3180.5663493272286,1.8582797164565341,0.05768758899876611,5.64056425765713e-06,17.3383,97.667
28,7,540,0,0,3180.5648190478882,1.859763920832659,0.05773366396330548,5.64506936530098e-06,17.56081089,97.92060989
29,0,503,0,0,31114.549219991375,24.61879369685271,0.7642546167040785,7.472711807773211e-05,17.33876038,98.1068906
29,1,229,0,0,16440.790441927136,4.270512664039438,0.1325718497573102,1.2962580865159217e-05,17.11371281,98.40051491
29,2,597,0,0,3441.4432662119825,1.5642772368296096,0.048560709950827646,4.748158306303146e-06,17.47290157,98.02630126
29,3,174,0,0,3441.4022126234495,1.604094748662878,0.04979678664974956,4.869019139086622e-06,17.22720545,98.22567455
29,4,241,0,0,3437.375011426491,5.510041513561679,0.17105121870812828,1.2543756038596074e-05,17.2121,97.7684
29,5,67,0,0,3442.7829949346924,0.26488621701256865,0.008223007054931947,8.040273564822347e-07,16.71198301,98.56604615
29,6,121,0,0,3441.3317335838524,1.6724517448108807,0.0519188300988895,5.076507831891417e-06,17.3383,97.667
29,7,568,0,0,3441.330356332446,1.673787528749393,0.051960297566974935,5.080562428770882e-06,17.56081089,97.92060989
30,0,517,0,0,33255.056124063405,22.15691432716744,0.6878291550336706,6.72544062699589e-05,17.33876038,98.1068906
30,1,224,0,0,17657.233740549604,3.843461397635494,0.11931466478157918,1.1666322778643298e-05,17.11371281,98.40051491
30,2,569,0,0,3712.29709079007,1.4078495131466486,0.04370463895574488,4.273342475672832e-06,17.47290157,98.02630126
30,3,182,0,0,3712.26014256039,1.4436852737965902,0.044817107984774604,4.382117225177961e-06,17.22720545,98.22567455
30,4,242,0,0,3708.6356614831266,4.95903736220551,0.15394609683731544,1.1289380434736464e-05,17.2121,97.7684
30,5,73,0,0,3713.5028466405083,0.23839759531131177,0.007400706349438752,7.236246208340113e-07,16.71198301,98.56604615
30,6,134,0,0,3712.1967114247527,1.5052065703297925,0.04672694708900055,4.5688570487022755e-06,17.3383,97.667
30,7,559,0,0,3712.195471898487,1.5064087758744538,0.04676426781027744,4.572506185893793e-06,17.56081089,97.92060989
31,0,519,0,0,35418.48619250962,19.941222894450696,0.6190462395303036,6.0528965642963005e-05,17.33876038,98.1068906
31,1,218,0,0,18902.06267638087,3.4591152578719444,0.10738319830342126,1.0499690500778967e-05,17.11371281,98.40051491
31,2,585,0,0,3992.42365980869,1.2670645618319838,0.039334175060170395,3.8460082281055495e-06,17.47290157,98.02630126
31,3,180,0,0,3992.390406401977,1.299316746416931,0.040335397186297146,3.943905502660164e-06,17.22720545,98.22567455
